1 1.7336 0.7592 0.7592
1 1.7336 0.7592 0.7592
1 1.7336 0.7592 0.7592
2 1.6456 0.7592 0.7592
2 1.6456 0.7592 0.7592
3 1.5288 1.7112 1.7248
4 1.59333333333 1.4468 1.6432
6 1.53666666667 1.668 1.5017
8 1.48659047619 1.62347046873 1.4744
10 1.47340952381 1.6456 1.45883300504
13 1.47915353535 1.624 1.4632
17 1.47861171639 1.56634955975 1.46883525187
23 1.44398128655 1.55793021516 1.46537977197
30 1.44553071812 1.57970380323 1.4526985559
39 1.42809714297 1.56161437421 1.45838709168
51 1.43224260862 1.5563047018 1.47094625024
66 1.42649398424 1.52093922705 1.44951934448
86 1.40562916166 1.51527362944 1.45632745285
112 1.4172324928 1.5346975264 1.44877516374
146 1.39102952106 1.51525468573 1.45122070654
190 1.38249530911 1.50957946124 1.45654940136
247 1.36380458483 1.51464626804 1.45324823762
321 1.37912106183 1.51031448135 1.45521558949
417 1.37143234937 1.4896 1.45496274745
542 1.35541407957 1.4502370729 1.45510345365
705 1.34747068195 1.47933590768 1.45460014702
917 1.34589682293 1.45963105677 1.45539642324
1192 1.35511156699 1.47280827156 1.45391749266
