1 1.6792 0.7592 0.7592
1 1.6792 0.7592 0.7592
1 1.6792 0.7592 0.7592
2 1.368 0.7592 0.7698
2 1.368 0.7592 0.7698
3 1.33946666667 1.6224 0.7698
4 1.3104 1.345 0.7698
6 1.13533333333 1.08540178571 0.7521
8 0.958133333333 1.09841571148 0.7272
10 0.865066666667 1.04257547618 0.7259
13 0.768944011544 1.00041280264 0.68905
17 0.676893467317 0.956525566442 0.663216666667
23 0.589640382907 0.889532573817 0.631988541667
30 0.419708404992 0.841342416073 0.5908
39 0.300080506753 0.784177201755 0.580531584821
51 0.231724531197 0.743023930187 0.525844726563
66 0.137848074496 0.658458330531 0.444771267361
86 0.100025094223 0.555206057391 0.3748
112 0.0712033267747 0.420303552097 0.302608823529
146 0.0505312063516 0.280791270604 0.208381818182
190 0.0412822534599 0.136206825414 0.131454807692
247 0.031275121623 0.0359164340919 0.0586644042232
321 0.0237993816686 0.0121306803709 0.0301804794507
417 0.0191845229832 0.00777801695194 0.0163944210216
542 0.0131484205022 0.00553420684967 0.00816505461404
705 0.0106600494757 0.00304466365484 0.0037768795665
917 0.0071903091618 0.00237097312244 0.00193147533721
1192 0.00620989258665 0.00147650897209 0.00117195286927
