1 1.6056 0.7592 0.7592
1 1.6056 0.7592 0.7592
1 1.6056 0.7592 0.7592
2 0.9576 0.7592 0.7592
2 0.9576 0.7592 0.7592
3 1.23466666667 1.6456 1.5624
4 0.933733333333 1.3604 1.3122
6 0.782266666667 1.6008 1.031875
8 0.697066666667 1.592 1.03655700872
10 0.604552380952 1.528 0.954354086525
13 0.4688 1.4512 0.887853640769
17 0.362180392157 1.37192157315 0.763891067438
23 0.26475587677 1.26069844141 0.670219301561
30 0.172179998948 1.17380693485 0.524577590171
39 0.130200698929 1.07716918727 0.365376119967
51 0.103717403332 0.918252819668 0.222218114575
66 0.0722750573758 0.704168854607 0.0885415974888
86 0.0492805928929 0.45634436184 0.0230570026234
112 0.0375570922705 0.275760008227 0.0132968597877
146 0.0302318947892 0.0732852221559 0.0062759307719
190 0.0213673753724 0.0165606613296 0.00442416117336
247 0.0164583239279 0.0107707037026 0.00319345630763
321 0.0127293898498 0.00741002134301 0.00208100862654
417 0.00970585842912 0.00456781165215 0.00134535604002
542 0.00866075977324 0.00319089633523 0.000965593597196
705 0.00583240694276 0.00215381685122 0.000643727116657
917 0.004442453279 0.0014723361862 0.000377647665324
1192 0.0033642435024 0.00101245838517 0.000204645858602
