1 1.7336 0.7592 0.7592
1 1.7336 0.7592 0.7592
1 1.7336 0.7592 0.7592
2 1.6456 0.7592 1.1257
2 1.6456 0.7592 1.1257
3 1.5288 1.7248 1.1257
4 1.59333333333 1.6432 1.1257
6 1.53666666667 1.5017 1.1923
8 1.48659047619 1.4744 1.2059
10 1.47340952381 1.45883300504 1.1977
13 1.47915353535 1.4632 1.177175
17 1.47861171639 1.46883525187 1.174875
23 1.44398128655 1.46537977197 1.18048125
30 1.44553071812 1.4526985559 1.18268038194
39 1.42809714297 1.45838709168 1.18708103299
51 1.43224260862 1.47094625024 1.18637734375
66 1.42649398424 1.44951934448 1.18412949219
86 1.40562916166 1.45632745285 1.18931160714
112 1.4172324928 1.44877516374 1.18931160714
146 1.39102952106 1.45122070654 1.19309077588
190 1.38249530911 1.45654940136 1.19151083393
247 1.36380458483 1.45324823762 1.19326347064
321 1.37912106183 1.45521558949 1.19158389116
417 1.37143234937 1.45496274745 1.19160758852
542 1.35541407957 1.45510345365 1.19295525568
705 1.34747068195 1.45460014702 1.19265562855
917 1.34589682293 1.45539642324 1.19226144561
1192 1.35511156699 1.45391749266 1.19226118897
