1 1.6792 0.7592 0.7592
1 1.6792 0.7592 0.7592
1 1.6792 0.7592 0.7592
2 1.1272 0.7592 0.7592
2 1.1272 0.7592 0.7592
3 1.26906666667 1.6784 1.684
4 1.176 1.418 1.3562
6 1.08013333333 1.68852678571 1.16620178571
8 0.95499047619 1.6696 1.12900313714
10 0.938488888889 1.6624 1.0903268621
13 0.804059163059 1.6456 1.02470495568
17 0.753079365079 1.6048 0.961588689169
23 0.656520727776 1.53354738479 0.900958955819
30 0.579989726848 1.49071528635 0.843373785316
39 0.533767997351 1.32081997482 0.769772535183
51 0.486099221407 1.06698862752 0.69536560362
66 0.449010438349 0.916953389812 0.666307071862
86 0.386138119803 0.821773229436 0.603671464578
112 0.343151937711 0.719246238363 0.545938337466
146 0.295498663513 0.725872244235 0.499888530249
190 0.272405543045 0.702293267385 0.459857591603
247 0.235906722531 0.648414275767 0.402443406198
321 0.216446829323 0.600000768825 0.36477036434
417 0.189171239758 0.655001764094 0.322408556068
542 0.167153090089 0.664867316759 0.294939361193
705 0.151339430786 0.635002079997 0.263532364571
917 0.139274529989 0.522787208687 0.234041636621
1192 0.119603709356 0.501861554631 0.208439580896
