1 1.72 0.7592 0.7592
1 1.72 0.7592 0.7592
1 1.72 0.7592 0.7592
2 1.644 0.7592 0.7592
2 1.644 0.7592 0.7592
3 1.4824 1.7256 1.7
4 1.55906666667 1.4556 1.5512
6 1.50466666667 1.6824 1.45152678571
8 1.46294285714 1.64633045511 1.45976932219
10 1.46058730159 1.63823712247 1.47170883331
13 1.44331282051 1.64024927794 1.45607674269
17 1.41805508348 1.6128 1.45164883057
23 1.41598282354 1.6152 1.45461896283
30 1.3665695229 1.60535946031 1.42635737858
39 1.36362011019 1.57430629535 1.42500969238
51 1.35825781009 1.56444761192 1.40654459017
66 1.33261033895 1.54514704637 1.39506238152
86 1.32855298345 1.54462722389 1.38587157669
112 1.3040426422 1.53304659095 1.36210694998
146 1.27367349561 1.47874398058 1.36363480942
190 1.24476481616 1.4710181662 1.34752102519
247 1.23570502689 1.44723444077 1.34530521432
321 1.19536474723 1.38943617073 1.34885137111
417 1.16877083537 1.40060737156 1.34371977092
542 1.14770427019 1.35866509679 1.33837551501
705 1.1356503553 1.33209237684 1.33591546441
917 1.09623629212 1.33182022682 1.33139874323
1192 1.06433202545 1.31022458999 1.31608557029
