1 1.7128 0.7592 0.7592
1 1.7128 0.7592 0.7592
1 1.7128 0.7592 0.7592
2 1.5888 0.7592 0.7592
2 1.5888 0.7592 0.7592
3 1.45946666667 1.72 1.736
4 1.57586666667 1.4564 1.6488
6 1.522 1.656 1.56452678571
8 1.49944761905 1.6632 1.48288167941
10 1.48173333333 1.636 1.4808
13 1.42283119103 1.60634522368 1.45029771603
17 1.42179940582 1.6528 1.47577124526
23 1.42470457369 1.61806544445 1.46513227009
30 1.4064 1.57649114327 1.45541785347
39 1.39122125698 1.5832 1.46773368288
51 1.40737579236 1.60018991191 1.45503212827
66 1.40131783473 1.56241299969 1.44975268634
86 1.41819958814 1.4968 1.45233291659
112 1.41243084949 1.50291737268 1.47137630428
146 1.38721143396 1.508 1.47584191146
190 1.39357240978 1.4776 1.4797445221
247 1.39933274901 1.4904 1.46323814391
321 1.36811884892 1.47850448069 1.46396340291
417 1.37004659484 1.4838028043 1.45985320625
542 1.38182968861 1.48006999775 1.46153181227
705 1.36107782044 1.42662054228 1.46844951633
917 1.36309101751 1.41828349967 1.46703960462
1192 1.36908401877 1.41122020235 1.46189621926
