1 0.9592 0.7592 0.7592
1 0.9592 0.7592 0.7592
1 0.9592 0.7592 0.7592
2 0.7592 0.7592 0.2288
2 0.7592 0.7592 0.2288
3 0.625866666667 0.9592 0.2288
4 0.462933333333 0.5842 0.2288
6 0.3128 0.454114285714 0.1104
8 0.241619047619 0.305166637855 0.1048
10 0.200603174603 0.234011978175 0.0498
13 0.160246153846 0.157709193548 0.0461
17 0.122666106443 0.0661622860366 0.0242
23 0.0927848437439 0.0304189263646 0.0140645833333
30 0.0718557613397 0.0151007244462 0.01054296875
39 0.0563822345238 0.0112954480291 0.00954270833333
51 0.0441468053696 0.00924099263101 0.00787138671875
66 0.0351302058744 0.00710075519204 0.00685385742187
86 0.0276594326284 0.0060071493947 0.00607179129464
112 0.0236416924974 0.00492293742321 0.00542447916667
146 0.0244188614084 0.00404122184096 0.00506117701903
190 0.0208858271909 0.00362291175067 0.00429735637626
247 0.016997068934 0.00301761661935 0.004015234375
321 0.0166844664333 0.00272075257682 0.00368841046184
417 0.0143522601024 0.00243931170702 0.00317676025508
542 0.0119682931765 0.0021276245502 0.00276807159696
705 0.0105660232286 0.00200409319993 0.00251060376994
917 0.00902831665603 0.00185977377498 0.00215761497167
1192 0.00803719510825 0.00174237630645 0.00191423360483
