1 1.6856 0.7592 0.7592
1 1.6856 0.7592 0.7592
1 1.6856 0.7592 0.7592
2 1.4576 0.7592 1.0039
2 1.4576 0.7592 1.0039
3 1.39226666667 1.704 1.0039
4 1.42146666667 1.4904 1.0039
6 1.32706666667 1.32245124113 0.997475
8 1.29545714286 1.31203047514 0.984775
10 1.21703174603 1.28504823053 0.9552
13 1.1354998779 1.24930286613 0.9466375
17 1.04706984649 1.22842356761 0.931725
23 0.998718418682 1.22968119923 0.901235416667
30 0.917488050682 1.21716018991 0.880833984375
39 0.888432805026 1.16993472191 0.8777265625
51 0.819465644505 1.1105331803 0.86340625
66 0.737019586515 1.07549398384 0.858188541667
86 0.667757695208 1.06093364096 0.838025374349
112 0.611540181729 1.0099067179 0.82048577474
146 0.559974635254 0.953069779096 0.78342880249
190 0.518284398196 0.907646928721 0.762630282828
247 0.466307284721 0.834924999299 0.7392
321 0.415775202151 0.769770531192 0.686877777778
417 0.38686678921 0.707549580022 0.62874296875
542 0.350038324581 0.633343652469 0.573854813504
705 0.315523452362 0.570388882215 0.526598961938
917 0.294421982076 0.515980295453 0.479031918201
1192 0.261662647892 0.4573138879 0.426598222376
